,blessing_id,keyword_id
0,35,0
1,38,0
2,40,0
3,42,0
4,45,0
5,73,0
6,109,0
7,131,0
8,134,0
9,155,0
10,167,0
11,175,0
12,179,0
13,189,0
14,201,0
15,289,0
16,290,0
17,408,0
18,445,0
19,467,0
20,474,0
21,480,0
22,520,0
23,585,0
24,639,0
25,672,0
26,706,0
27,820,0
28,913,0
29,915,0
30,929,0
31,969,0
32,1095,0
33,1139,0
34,1259,0
35,1260,0
36,1261,0
37,1262,0
38,1263,0
39,1266,0
40,1267,0
41,1268,0
42,1271,0
43,1272,0
44,1273,0
45,1275,0
46,1276,0
47,1280,0
48,1281,0
49,1284,0
50,1285,0
51,1288,0
52,1292,0
53,1295,0
54,1297,0
55,1298,0
56,1299,0
57,1300,0
58,1302,0
59,1306,0
60,1309,0
61,1310,0
62,1311,0
63,1313,0
64,1315,0
65,1316,0
66,1317,0
67,1319,0
68,1320,0
69,1325,0
70,1327,0
71,1328,0
72,1329,0
73,1330,0
74,1332,0
75,1334,0
76,1335,0
77,1336,0
78,1337,0
79,1341,0
80,1343,0
81,1349,0
82,1350,0
83,1351,0
84,1352,0
85,1354,0
86,1356,0
87,1357,0
88,1365,0
89,40,1
90,62,1
91,118,1
92,144,1
93,162,1
94,178,1
95,386,1
96,398,1
97,420,1
98,450,1
99,520,1
100,546,1
101,554,1
102,597,1
103,611,1
104,628,1
105,668,1
106,671,1
107,672,1
108,700,1
109,710,1
110,720,1
111,883,1
112,895,1
113,913,1
114,920,1
115,954,1
116,969,1
117,1176,1
118,1259,1
119,1264,1
120,1265,1
121,1293,1
122,1298,1
123,1300,1
124,1301,1
125,1307,1
126,1308,1
127,1312,1
128,1314,1
129,1317,1
130,1321,1
131,1323,1
132,1330,1
133,1338,1
134,1340,1
135,1344,1
136,1345,1
137,1347,1
138,1348,1
139,1355,1
140,1357,1
141,1365,1
142,5,2
143,42,2
144,62,2
145,73,2
146,99,2
147,118,2
148,121,2
149,134,2
150,144,2
151,155,2
152,162,2
153,163,2
154,167,2
155,189,2
156,201,2
157,290,2
158,320,2
159,373,2
160,398,2
161,420,2
162,450,2
163,467,2
164,478,2
165,479,2
166,480,2
167,554,2
168,611,2
169,668,2
170,670,2
171,671,2
172,672,2
173,680,2
174,720,2
175,883,2
176,895,2
177,905,2
178,961,2
179,1036,2
180,1139,2
181,1176,2
182,1259,2
183,1260,2
184,1262,2
185,1263,2
186,1269,2
187,1274,2
188,1275,2
189,1276,2
190,1277,2
191,1278,2
192,1282,2
193,1283,2
194,1284,2
195,1285,2
196,1286,2
197,1289,2
198,1290,2
199,1292,2
200,1293,2
201,1294,2
202,1295,2
203,1296,2
204,1298,2
205,1300,2
206,1301,2
207,1302,2
208,1304,2
209,1306,2
210,1310,2
211,1312,2
212,1313,2
213,1316,2
214,1318,2
215,1320,2
216,1323,2
217,1324,2
218,1326,2
219,1327,2
220,1328,2
221,1333,2
222,1334,2
223,1335,2
224,1336,2
225,1337,2
226,1338,2
227,1339,2
228,1340,2
229,1343,2
230,1344,2
231,1346,2
232,1347,2
233,1348,2
234,1349,2
235,1363,2
236,1365,2
237,1376,2
238,1400,2
239,5,3
240,1036,3
241,5,4
242,118,4
243,155,4
244,290,4
245,546,4
246,569,4
247,574,4
248,1036,4
249,1095,4
250,1139,4
251,1260,4
252,1262,4
253,1265,4
254,1267,4
255,1268,4
256,1274,4
257,1276,4
258,1283,4
259,1284,4
260,1286,4
261,1291,4
262,1295,4
263,1315,4
264,1316,4
265,1318,4
266,1322,4
267,1327,4
268,1347,4
269,1350,4
270,38,5
271,62,5
272,99,5
273,144,5
274,154,5
275,163,5
276,172,5
277,201,5
278,290,5
279,540,5
280,611,5
281,629,5
282,920,5
283,1260,5
284,1269,5
285,1272,5
286,1277,5
287,1278,5
288,1279,5
289,1283,5
290,1301,5
291,1305,5
292,1306,5
293,1307,5
294,1326,5
295,5,6
296,38,6
297,40,6
298,50,6
299,99,6
300,121,6
301,154,6
302,163,6
303,167,6
304,290,6
305,399,6
306,482,6
307,710,6
308,952,6
309,1036,6
310,1269,6
311,1277,6
312,1278,6
313,1279,6
314,1282,6
315,1283,6
316,1294,6
317,1296,6
318,1303,6
319,1305,6
320,1306,6
321,1318,6
322,1339,6
323,38,7
324,109,7
325,163,7
326,546,7
327,569,7
328,611,7
329,628,7
330,639,7
331,700,7
332,820,7
333,1139,7
334,1262,7
335,1273,7
336,1280,7
337,1285,7
338,1291,7
339,1295,7
340,1299,7
341,1311,7
342,1315,7
343,1318,7
344,1319,7
345,1329,7
346,1350,7
347,5,8
348,35,8
349,38,8
350,40,8
351,41,8
352,45,8
353,50,8
354,99,8
355,155,8
356,201,8
357,373,8
358,386,8
359,434,8
360,546,8
361,554,8
362,574,8
363,585,8
364,597,8
365,628,8
366,629,8
367,706,8
368,1036,8
369,1260,8
370,1261,8
371,1264,8
372,1266,8
373,1273,8
374,1274,8
375,1276,8
376,1278,8
377,1280,8
378,1282,8
379,1283,8
380,1284,8
381,1285,8
382,1288,8
383,1289,8
384,1290,8
385,1291,8
386,1292,8
387,1293,8
388,1295,8
389,1296,8
390,1297,8
391,1298,8
392,1299,8
393,1300,8
394,1302,8
395,1303,8
396,1309,8
397,1311,8
398,1312,8
399,1313,8
400,1315,8
401,1316,8
402,1318,8
403,1319,8
404,1320,8
405,1322,8
406,1323,8
407,1324,8
408,1325,8
409,1326,8
410,1327,8
411,1328,8
412,1329,8
413,1331,8
414,1332,8
415,1333,8
416,1334,8
417,1335,8
418,1336,8
419,1337,8
420,1338,8
421,1339,8
422,1340,8
423,1341,8
424,1342,8
425,1344,8
426,1345,8
427,1346,8
428,1348,8
429,1349,8
430,1350,8
431,1351,8
432,1353,8
433,1354,8
434,1355,8
435,1356,8
436,1357,8
437,1363,8
438,1365,8
439,62,9
440,73,9
441,118,9
442,134,9
443,373,9
444,478,9
445,611,9
446,961,9
447,1139,9
448,1260,9
449,1262,9
450,1276,9
451,1282,9
452,1284,9
453,1301,9
454,1318,9
455,1343,9
456,5,10
457,41,10
458,42,10
459,45,10
460,50,10
461,99,10
462,118,10
463,121,10
464,144,10
465,167,10
466,168,10
467,178,10
468,320,10
469,445,10
470,467,10
471,474,10
472,478,10
473,482,10
474,492,10
475,554,10
476,574,10
477,585,10
478,700,10
479,710,10
480,718,10
481,720,10
482,820,10
483,883,10
484,913,10
485,923,10
486,961,10
487,1036,10
488,1260,10
489,1263,10
490,1268,10
491,1272,10
492,1274,10
493,1277,10
494,1279,10
495,1280,10
496,1282,10
497,1283,10
498,1288,10
499,1291,10
500,1293,10
501,1296,10
502,1300,10
503,1302,10
504,1303,10
505,1304,10
506,1305,10
507,1306,10
508,1310,10
509,1311,10
510,1315,10
511,1318,10
512,1319,10
513,1320,10
514,1323,10
515,1324,10
516,1326,10
517,1333,10
518,1334,10
519,1335,10
520,1336,10
521,1338,10
522,1339,10
523,1340,10
524,1341,10
525,1343,10
526,1346,10
527,1348,10
528,1349,10
529,1350,10
530,1354,10
531,1355,10
532,1357,10
533,1376,10
534,1400,10
535,144,11
536,155,11
537,201,11
538,554,11
539,883,11
540,895,11
541,1176,11
542,1259,11
543,1274,11
544,1283,11
545,1292,11
546,1293,11
547,1295,11
548,1296,11
549,1298,11
550,1300,11
551,1302,11
552,1310,11
553,1326,11
554,1344,11
555,1348,11
556,1365,11
557,41,12
558,628,12
559,706,12
560,1264,12
561,1328,12
562,706,13
563,1302,13
564,50,14
565,178,14
566,434,14
567,569,14
568,820,14
569,1139,14
570,1262,14
571,706,15
572,913,15
573,961,15
574,1095,15
575,1260,15
576,1267,15
577,1274,15
578,1276,15
579,1304,15
580,1353,15
581,155,16
582,201,16
583,574,16
584,671,16
585,680,16
586,1139,16
587,1262,16
588,1265,16
589,1269,16
590,1272,16
591,1274,16
592,1286,16
593,1290,16
594,1304,16
595,1306,16
596,1311,16
597,1322,16
598,1341,16
599,1365,16
600,1400,16
601,35,17
602,38,17
603,50,17
604,62,17
605,73,17
606,134,17
607,155,17
608,172,17
609,611,17
610,1139,17
611,1176,17
612,1262,17
613,1281,17
614,1286,17
615,1301,17
616,1308,17
617,1376,17
618,954,18
619,40,19
620,167,19
621,474,19
622,672,19
623,1270,19
624,1330,19
625,1334,19
626,1400,19
627,5,20
628,445,20
629,478,20
630,913,20
631,1036,20
632,1277,20
633,1280,20
634,1288,20
635,1335,20
636,1340,20
637,1355,20
638,1376,20
639,155,21
640,167,21
641,585,21
642,668,21
643,718,21
644,895,21
645,1344,21
646,467,22
647,478,22
648,574,22
649,1268,22
650,1300,22
651,1320,22
652,1322,22
653,320,23
654,895,23
655,961,23
656,969,23
657,1263,23
658,1304,23
659,492,24
660,923,24
661,1357,24
662,41,25
663,546,25
664,718,25
665,961,25
666,1261,25
667,1263,25
668,1284,25
669,1333,25
670,1353,25
671,155,26
672,175,26
673,1095,26
674,1139,26
675,1262,26
676,1267,26
677,1271,26
678,1284,26
679,1297,26
680,1315,26
681,1317,26
682,1318,26
683,1322,26
684,1335,26
685,1337,26
686,1350,26
687,915,27
688,109,28
689,118,28
690,121,28
691,289,28
692,399,28
693,952,28
694,1139,28
695,1262,28
696,1278,28
697,1305,28
698,492,29
699,923,29
700,422,30
701,798,30
702,520,31
703,720,31
704,1176,31
705,1321,31
706,1345,31
707,398,32
708,420,32
709,915,32
710,62,33
711,99,33
712,134,33
713,144,33
714,629,33
715,1176,33
716,1277,33
717,1283,33
718,1286,33
719,1295,33
720,1303,33
721,1304,33
722,1317,33
723,1326,33
724,1400,33
725,99,34
726,398,34
727,420,34
728,467,34
729,1320,34
730,474,35
731,597,35
732,671,35
733,1274,35
734,1291,35
735,1296,35
736,1323,35
737,1324,35
738,1330,35
739,1342,35
740,1343,35
741,1346,35
742,1353,35
743,38,36
744,154,36
745,201,36
746,520,36
747,554,36
748,569,36
749,611,36
750,680,36
751,1095,36
752,1176,36
753,1267,36
754,1269,36
755,1276,36
756,1279,36
757,1280,36
758,1281,36
759,1290,36
760,1293,36
761,1300,36
762,1301,36
763,1302,36
764,1304,36
765,1306,36
766,1343,36
767,1357,36
768,1363,36
769,954,37
770,540,38
771,639,38
772,99,39
773,639,39
774,672,39
775,1343,39
776,445,40
777,720,40
778,1292,40
779,1298,40
780,1323,40
781,1346,40
782,1353,40
783,289,41
784,399,41
785,952,41
786,144,42
787,913,42
788,1303,42
789,1326,42
790,289,43
791,399,43
792,952,43
793,163,44
794,290,44
795,320,44
796,478,44
797,1263,44
798,1274,44
799,1302,44
800,1316,44
801,1334,44
802,1335,44
803,1336,44
804,1337,44
805,1349,44
806,540,45
807,639,45
808,1305,45
809,422,46
810,798,46
811,1300,46
812,1347,46
813,718,47
814,1339,47
815,109,48
816,134,48
817,467,48
818,628,48
819,710,48
820,1265,48
821,1273,48
822,1280,48
823,1285,48
824,1320,48
825,1336,48
826,1400,48
827,41,49
828,628,49
829,73,50
830,175,50
831,1271,50
832,1297,50
833,1336,50
834,5,51
835,290,51
836,718,51
837,1036,51
838,1265,51
839,1280,51
840,1296,51
841,1322,51
842,1340,51
843,1341,51
844,1342,51
845,1348,51
846,1349,51
847,671,52
848,820,52
849,1270,52
850,1337,52
851,1338,52
852,178,53
853,706,53
854,1308,53
855,1319,53
856,1376,53
857,1400,53
858,585,54
859,720,54
860,1309,54
861,540,55
862,639,55
863,1305,55
864,289,56
865,399,56
866,952,56
867,40,57
868,175,57
869,1095,57
870,1267,57
871,1271,57
872,1281,57
873,1297,57
874,45,58
875,718,58
876,1272,58
877,1324,58
878,35,59
879,38,59
880,50,59
881,62,59
882,73,59
883,134,59
884,155,59
885,172,59
886,611,59
887,1139,59
888,1176,59
889,1262,59
890,1281,59
891,1286,59
892,1301,59
893,1304,59
894,1308,59
895,1376,59
896,5,60
897,45,60
898,189,60
899,611,60
900,1036,60
901,1275,60
902,1301,60
903,1345,60
904,1348,60
905,1376,60
906,35,61
907,73,61
908,672,61
909,1278,61
910,961,62
911,175,63
912,961,63
913,1271,63
914,1297,63
915,121,64
916,155,64
917,162,64
918,201,64
919,670,64
920,720,64
921,883,64
922,1260,64
923,1269,64
924,1277,64
925,1283,64
926,1293,64
927,1296,64
928,1298,64
929,1306,64
930,1323,64
931,1338,64
932,1340,64
933,1346,64
934,1348,64
935,1349,64
936,5,65
937,121,65
938,480,65
939,1036,65
940,1304,65
941,1313,65
942,1318,65
943,1333,65
944,1335,65
945,1400,65
946,474,66
947,1266,66
948,1322,66
949,1330,66
950,178,67
951,1313,68
952,118,69
953,144,69
954,1263,69
955,1278,69
956,1326,69
957,540,70
958,639,70
959,706,70
960,1264,70
961,1305,70
962,1336,70
963,1292,71
964,706,72
965,961,73
966,1263,73
967,467,74
968,1320,74
969,574,75
970,1274,75
971,5,76
972,201,76
973,1036,76
974,1357,76
975,434,77
976,1285,77
977,481,78
978,168,79
979,969,79
980,1338,79
981,1376,79
982,40,80
983,42,80
984,1328,80
985,1334,80
986,1338,80
987,961,81
988,118,82
